Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Crop,Year Code,Year,Unit,Value,Flag,Flag Description
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1976,1976,tonnes,10,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1977,1977,tonnes,10,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1978,1978,tonnes,10,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1979,1979,tonnes,10,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1980,1980,tonnes,10,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1981,1981,tonnes,10,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1982,1982,tonnes,10,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1983,1983,tonnes,20,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1984,1984,tonnes,35,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1985,1985,tonnes,40,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1986,1986,tonnes,70,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1987,1987,tonnes,40,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1988,1988,tonnes,40,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1989,1989,tonnes,40,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1990,1990,tonnes,38,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1991,1991,tonnes,28.49,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1992,1992,tonnes,29.25,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1993,1993,tonnes,30.01,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1994,1994,tonnes,30.77,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1995,1995,tonnes,31.53,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1996,1996,tonnes,32.29,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1997,1997,tonnes,33.05,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1998,1998,tonnes,32.18,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",1999,1999,tonnes,32.75,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",2000,2000,tonnes,30,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",2001,2001,tonnes,33.54,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",2002,2002,tonnes,34.53,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",2003,2003,tonnes,35.52,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",2004,2004,tonnes,36.52,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",2005,2005,tonnes,37.53,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",2006,2006,tonnes,38.55,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",2007,2007,tonnes,39.59,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",2008,2008,tonnes,40.64,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",2009,2009,tonnes,41.72,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",2010,2010,tonnes,42.82,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",2011,2011,tonnes,43.94,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",2012,2012,tonnes,45,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",2013,2013,tonnes,50,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",2014,2014,tonnes,50.79,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",2015,2015,tonnes,48.32,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",2016,2016,tonnes,47.58,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",2017,2017,tonnes,47.67,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",2018,2018,tonnes,50.4,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",2019,2019,tonnes,50.81,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",2020,2020,tonnes,51.48,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1929.07,"Abaca, manila hemp, raw",2021,2021,tonnes,52.16,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1968,1968,tonnes,1360,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1969,1969,tonnes,400,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1970,1970,tonnes,600,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1971,1971,tonnes,100,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1972,1972,tonnes,300,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1973,1973,tonnes,800,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1974,1974,tonnes,700,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1975,1975,tonnes,400,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1976,1976,tonnes,100,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1977,1977,tonnes,400,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1978,1978,tonnes,100,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1979,1979,tonnes,200,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1980,1980,tonnes,100,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1981,1981,tonnes,80,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1982,1982,tonnes,100,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1983,1983,tonnes,100,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1984,1984,tonnes,50,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1985,1985,tonnes,50,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1986,1986,tonnes,100,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1987,1987,tonnes,200,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1988,1988,tonnes,100,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1989,1989,tonnes,100,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1990,1990,tonnes,90,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1991,1991,tonnes,150,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1992,1992,tonnes,200,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1993,1993,tonnes,100,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1994,1994,tonnes,131.43,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1995,1995,tonnes,150,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1996,1996,tonnes,125.67,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1997,1997,tonnes,100,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1998,1998,tonnes,109.84,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1999,1999,tonnes,105.22,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2000,2000,tonnes,90,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2001,2001,tonnes,98.86,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2002,2002,tonnes,97.45,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2003,2003,tonnes,95.91,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2004,2004,tonnes,94.36,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2005,2005,tonnes,92.83,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2006,2006,tonnes,91.85,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2007,2007,tonnes,82.47,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2008,2008,tonnes,80.98,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2009,2009,tonnes,82.94,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2010,2010,tonnes,80.29,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2011,2011,tonnes,49.37,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2012,2012,tonnes,97,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2013,2013,tonnes,100,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2014,2014,tonnes,81.15,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2015,2015,tonnes,76.33,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2016,2016,tonnes,85.83,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2017,2017,tonnes,77.26,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2018,2018,tonnes,77.49,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2019,2019,tonnes,80.03,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2020,2020,tonnes,79.29,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2021,2021,tonnes,78.55,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1341,Apples,1991,1991,tonnes,2200,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1341,Apples,1992,1992,tonnes,2359,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1341,Apples,1993,1993,tonnes,1240,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1341,Apples,1994,1994,tonnes,800,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1341,Apples,1995,1995,tonnes,593,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1341,Apples,1996,1996,tonnes,467,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1341,Apples,1997,1997,tonnes,388,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1341,Apples,1998,1998,tonnes,1536,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1341,Apples,1999,1999,tonnes,632,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1341,Apples,2000,2000,tonnes,1035,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1341,Apples,2001,2001,tonnes,1038,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1341,Apples,2002,2002,tonnes,1178,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1341,Apples,2003,2003,tonnes,1442,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1341,Apples,2004,2004,tonnes,1379,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1341,Apples,2005,2005,tonnes,4302,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1341,Apples,2006,2006,tonnes,4554,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1341,Apples,2007,2007,tonnes,3564,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1341,Apples,2008,2008,tonnes,3066,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1341,Apples,2009,2009,tonnes,1492,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1341,Apples,2010,2010,tonnes,1195,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1341,Apples,2011,2011,tonnes,779,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1341,Apples,2012,2012,tonnes,1128,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1341,Apples,2013,2013,tonnes,396,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1341,Apples,2014,2014,tonnes,606,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1341,Apples,2015,2015,tonnes,589,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1341,Apples,2016,2016,tonnes,623,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1341,Apples,2017,2017,tonnes,299.7,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1341,Apples,2018,2018,tonnes,425.55,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1341,Apples,2019,2019,tonnes,260.82,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1341,Apples,2020,2020,tonnes,105.76,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1341,Apples,2021,2021,tonnes,118.03,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,1961,1961,tonnes,10,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,1962,1962,tonnes,10,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,1963,1963,tonnes,10,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,1964,1964,tonnes,10,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,1965,1965,tonnes,10,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,1966,1966,tonnes,10,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,1967,1967,tonnes,10,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,1968,1968,tonnes,10,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,1969,1969,tonnes,10,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,1970,1970,tonnes,10,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,1971,1971,tonnes,10,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,1972,1972,tonnes,10,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,1973,1973,tonnes,10,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,1974,1974,tonnes,10,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,1975,1975,tonnes,10,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,1976,1976,tonnes,10,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,1977,1977,tonnes,10,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,1978,1978,tonnes,10,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,1979,1979,tonnes,10,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,1980,1980,tonnes,10,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,1981,1981,tonnes,10,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,1982,1982,tonnes,10,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,1983,1983,tonnes,10,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,1984,1984,tonnes,10,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,1985,1985,tonnes,10,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,1986,1986,tonnes,10,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,1987,1987,tonnes,10,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,1988,1988,tonnes,10,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,1989,1989,tonnes,10,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,1990,1990,tonnes,15,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,1991,1991,tonnes,15.01,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,1992,1992,tonnes,14.8,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,1993,1993,tonnes,14.59,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,1994,1994,tonnes,14.37,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,1995,1995,tonnes,14.16,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,1996,1996,tonnes,13.95,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,1997,1997,tonnes,14.14,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,1998,1998,tonnes,13.91,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,1999,1999,tonnes,13,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,2000,2000,tonnes,65,A,Official figure
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,2001,2001,tonnes,60,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,2002,2002,tonnes,64.38,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,2003,2003,tonnes,63.01,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,2004,2004,tonnes,61.67,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,2005,2005,tonnes,60.35,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,2006,2006,tonnes,65.93,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,2007,2007,tonnes,70.59,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,2008,2008,tonnes,79.04,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,2009,2009,tonnes,75.27,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,2010,2010,tonnes,75.37,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,2011,2011,tonnes,73.5,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,2012,2012,tonnes,70,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,2013,2013,tonnes,70,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,2014,2014,tonnes,73.76,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,2015,2015,tonnes,79.81,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,2016,2016,tonnes,74.52,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,2017,2017,tonnes,75.46,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,2018,2018,tonnes,76.6,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,2019,2019,tonnes,75.52,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,2020,2020,tonnes,75.86,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1343,Apricots,2021,2021,tonnes,75.99,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1379.01,Areca nuts,1986,1986,tonnes,100,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1379.01,Areca nuts,1987,1987,tonnes,100,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1379.01,Areca nuts,1988,1988,tonnes,100,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1379.01,Areca nuts,1989,1989,tonnes,100,E,Estimated value
QCL,Crops and livestock products,404,Kenya,5510,Production,1379.01,Areca nuts,1990,1990,tonnes,106.17,I,Imputed value
QCL,Crops and livestock products,404,Kenya,5510,Production,1216,Artichokes,1991,1991,tonnes,0,M,"Missing value (data cannot exist, not applicable)"
QCL,Crops and livestock products,404,Kenya,5510,Production,1216,Artichokes,1992,1992,tonnes,0,M,"Missing value (data cannot exist, not applicable)"
QCL,Crops and livestock products,404,Kenya,5510,Production,1216,Artichokes,1993,1993,tonnes,0,M,"Missing value (data cannot exist, not applicable)"
QCL,Crops and livestock products,404,Kenya,5510,Production,1216,Artichokes,1994,1994,tonnes,0,M,"Missing value (data cannot exist, not applicable)"
QCL,Crops and livestock products,404,Kenya,5510,Production,1216,Artichokes,1995,1995,tonnes,0,M,"Missing value (data cannot exist, not applicable)"
QCL,Crops and livestock products,404,Kenya,5510,Production,1216,Artichokes,1996,1996,tonnes,0,M,"Missing value (data cannot exist, not applicable)"
QCL,Crops and livestock products,404,Kenya,5510,Production,1216,Artichokes,1997,1997,tonnes,0,M,"Missing value (data cannot exist, not applicable)"
QCL,Crops and livestock products,404,Kenya,5510,Production,1216,Artichokes,1998,1998,tonnes,0,M,"Missing value (data cannot exist, not applicable)"
QCL,Crops and livestock products,404,Kenya,5510,Production,1216,Artichokes,1999,1999,tonnes,0,M,"Missing value (data cannot exist, not applicable)"
QCL,Crops and livestock products,404,Kenya,5510,Production,1216,Artichokes,2000,2000,tonnes,0,M,"Missing value (data cannot exist, not applicable)"
QCL,Crops and livestock products,404,Kenya,5510,Production,1216,Artichokes,2001,2001,tonnes,0,M,"Missing value (data cannot exist, not applicable)"
QCL,Crops and livestock products,404,Kenya,5510,Production,1216,Artichokes,2002,2002,tonnes,0,M,"Missing value (data cannot exist, not applicable)"
